Strategy,Simulation,Terminal Wealth
Risk-Aware Regime Switching,1937,203.58326875358762
Risk-Aware Regime Switching,1938,93.09809285540035
Risk-Aware Regime Switching,1939,78.69339190932514
Risk-Aware Regime Switching,1940,75.84714578407052
Risk-Aware Regime Switching,1941,111.9374363374551
Risk-Aware Regime Switching,1942,121.38601791565029
Risk-Aware Regime Switching,1943,90.26711566528408
Risk-Aware Regime Switching,1944,100.74906467335838
Risk-Aware Regime Switching,1945,79.73772059066854
Risk-Aware Regime Switching,1946,88.17898503452064
Risk-Aware Regime Switching,1947,107.90756100789905
Risk-Aware Regime Switching,1948,111.76548577932289
Risk-Aware Regime Switching,1949,95.03953891676755
Risk-Aware Regime Switching,1950,130.43274663189268
Risk-Aware Regime Switching,1951,99.76304680043897
Risk-Aware Regime Switching,1952,117.4474909494988
Risk-Aware Regime Switching,1953,133.6954072764163
Risk-Aware Regime Switching,1954,47.61423274429963
Risk-Aware Regime Switching,1955,141.13691902967383
Risk-Aware Regime Switching,1956,79.68246101479053
Risk-Aware Regime Switching,1957,142.76362508062243
Risk-Aware Regime Switching,1958,60.22066005750772
Risk-Aware Regime Switching,1959,64.94104787007652
Risk-Aware Regime Switching,1960,80.53353411798824
Risk-Aware Regime Switching,1961,132.3647399423164
Risk-Aware Regime Switching,1962,99.65435218982644
Risk-Aware Regime Switching,1963,69.66419146040285
Risk-Aware Regime Switching,1964,91.34687860958185
Risk-Aware Regime Switching,1965,84.17038179230026
Risk-Aware Regime Switching,1966,103.51631106226075
Risk-Aware Regime Switching,1967,125.38069946814335
Risk-Aware Regime Switching,1968,113.07466862052937
Risk-Aware Regime Switching,1969,107.89896903493101
Risk-Aware Regime Switching,1970,107.42396476604412
Risk-Aware Regime Switching,1971,91.45515557947685
Risk-Aware Regime Switching,1972,168.58227126967597
Risk-Aware Regime Switching,1973,91.8177609759117
Risk-Aware Regime Switching,1974,114.58942978606743
Risk-Aware Regime Switching,1975,91.37789892354625
Risk-Aware Regime Switching,1976,82.91536938406246
Risk-Aware Regime Switching,1977,131.3559256380346
Risk-Aware Regime Switching,1978,95.54286812803836
Risk-Aware Regime Switching,1979,104.44947927759011
Risk-Aware Regime Switching,1980,73.81851045151508
Risk-Aware Regime Switching,1981,106.69223567437409
Risk-Aware Regime Switching,1982,108.6367754854888
Risk-Aware Regime Switching,1983,145.48697519508414
Risk-Aware Regime Switching,1984,91.37630919082244
Risk-Aware Regime Switching,1985,95.44865805141036
Risk-Aware Regime Switching,1986,138.92810480401084
Risk-Aware Regime Switching,1987,128.93277476813236
Risk-Aware Regime Switching,1988,151.79186519096976
Risk-Aware Regime Switching,1989,113.28562164608901
Risk-Aware Regime Switching,1990,94.18713990853962
Risk-Aware Regime Switching,1991,91.36893571578187
Risk-Aware Regime Switching,1992,112.46093304029768
Risk-Aware Regime Switching,1993,112.52101905196557
Risk-Aware Regime Switching,1994,61.1207336964679
Risk-Aware Regime Switching,1995,99.4845101810451
Risk-Aware Regime Switching,1996,101.51473218164024
Risk-Aware Regime Switching,1997,72.5692230951439
Risk-Aware Regime Switching,1998,129.50457152167743
Risk-Aware Regime Switching,1999,92.2629894729404
Risk-Aware Regime Switching,2000,115.81039204631436
Risk-Aware Regime Switching,2001,131.16457782567593
Risk-Aware Regime Switching,2002,64.06047323771453
Risk-Aware Regime Switching,2003,90.00007706568405
Risk-Aware Regime Switching,2004,133.84441049062693
Risk-Aware Regime Switching,2005,117.68259763583468
Risk-Aware Regime Switching,2006,82.6705574102711
Risk-Aware Regime Switching,2007,104.54474428898455
Risk-Aware Regime Switching,2008,107.11975113881338
Risk-Aware Regime Switching,2009,69.67050442349957
Risk-Aware Regime Switching,2010,87.87141851604709
Risk-Aware Regime Switching,2011,111.87929153192542
Risk-Aware Regime Switching,2012,100.75829157622162
Risk-Aware Regime Switching,2013,99.71764947279176
Risk-Aware Regime Switching,2014,128.60245507651592
Risk-Aware Regime Switching,2015,75.01579262630499
Risk-Aware Regime Switching,2016,86.03689510878867
Risk-Aware Regime Switching,2017,106.58234036204239
Risk-Aware Regime Switching,2018,104.92144745692553
Risk-Aware Regime Switching,2019,123.47045874254647
Risk-Aware Regime Switching,2020,103.61572186134124
Risk-Aware Regime Switching,2021,159.3608072815098
Risk-Aware Regime Switching,2022,60.74050903216077
Risk-Aware Regime Switching,2023,62.38223541630256
Risk-Aware Regime Switching,2024,70.800953409598
Risk-Aware Regime Switching,2025,163.9058815584595
Risk-Aware Regime Switching,2026,73.58604646194951
Risk-Aware Regime Switching,2027,90.7127128914403
Risk-Aware Regime Switching,2028,76.2723451321198
Risk-Aware Regime Switching,2029,93.77985924094926
Risk-Aware Regime Switching,2030,71.24811302502881
Risk-Aware Regime Switching,2031,144.02489371385118
Risk-Aware Regime Switching,2032,90.33374710168448
Risk-Aware Regime Switching,2033,135.147548274726
Risk-Aware Regime Switching,2034,83.4035701391032
Risk-Aware Regime Switching,2035,81.52879955661054
Risk-Aware Regime Switching,2036,77.56845621023487
Risk-Aware Regime Switching,2037,103.05557098838769
Risk-Aware Regime Switching,2038,95.98249630968515
Risk-Aware Regime Switching,2039,95.46377503148645
Risk-Aware Regime Switching,2040,113.59404274341848
Risk-Aware Regime Switching,2041,117.80210080517865
Risk-Aware Regime Switching,2042,64.74863299537135
Risk-Aware Regime Switching,2043,66.1487135015276
Risk-Aware Regime Switching,2044,74.07475729223198
Risk-Aware Regime Switching,2045,80.47605220818875
Risk-Aware Regime Switching,2046,83.73867401611906
Risk-Aware Regime Switching,2047,110.41653350902499
Risk-Aware Regime Switching,2048,73.86567446482242
Risk-Aware Regime Switching,2049,93.70709204539313
Risk-Aware Regime Switching,2050,136.53989769672128
Risk-Aware Regime Switching,2051,56.31627302799118
Risk-Aware Regime Switching,2052,109.26824654732602
Risk-Aware Regime Switching,2053,82.2847734421062
Risk-Aware Regime Switching,2054,78.31582230591589
Risk-Aware Regime Switching,2055,132.76482241995726
Risk-Aware Regime Switching,2056,107.63969286122293
Risk-Aware Regime Switching,2057,114.47464297385008
Risk-Aware Regime Switching,2058,80.39245939827637
Risk-Aware Regime Switching,2059,113.53941395176399
Risk-Aware Regime Switching,2060,116.84969103996777
Risk-Aware Regime Switching,2061,88.37824923507131
Risk-Aware Regime Switching,2062,92.44157885142033
Risk-Aware Regime Switching,2063,97.13527703056914
Risk-Aware Regime Switching,2064,133.54051012647042
Risk-Aware Regime Switching,2065,118.58184909809427
Risk-Aware Regime Switching,2066,100.51365868709136
Risk-Aware Regime Switching,2067,52.51483603218829
Risk-Aware Regime Switching,2068,97.78735456544553
Risk-Aware Regime Switching,2069,71.3944526472121
Risk-Aware Regime Switching,2070,138.85409109132084
Risk-Aware Regime Switching,2071,123.31374611026253
Risk-Aware Regime Switching,2072,111.45974087709256
Risk-Aware Regime Switching,2073,119.43902844112925
Risk-Aware Regime Switching,2074,119.82053718093
Risk-Aware Regime Switching,2075,121.989035355569
Risk-Aware Regime Switching,2076,120.8782824740442
Risk-Aware Regime Switching,2077,75.91714278939521
Risk-Aware Regime Switching,2078,105.29087615697898
Risk-Aware Regime Switching,2079,100.89498216942991
Risk-Aware Regime Switching,2080,170.1265435509607
Risk-Aware Regime Switching,2081,79.77480850804817
Risk-Aware Regime Switching,2082,119.39482319684285
Risk-Aware Regime Switching,2083,147.58590495401006
Risk-Aware Regime Switching,2084,77.25349199556824
Risk-Aware Regime Switching,2085,58.71826143718116
Risk-Aware Regime Switching,2086,132.9751114349767
Risk-Aware Regime Switching,2087,69.80230484780104
Risk-Aware Regime Switching,2088,84.89594134899868
Risk-Aware Regime Switching,2089,91.93373499529397
Risk-Aware Regime Switching,2090,95.617984956436
Risk-Aware Regime Switching,2091,60.770586260820416
Risk-Aware Regime Switching,2092,88.51973494262548
Risk-Aware Regime Switching,2093,79.5472289884316
Risk-Aware Regime Switching,2094,117.75264316531644
Risk-Aware Regime Switching,2095,96.56453012180327
Risk-Aware Regime Switching,2096,78.3440063560301
Risk-Aware Regime Switching,2097,67.49528860383822
Risk-Aware Regime Switching,2098,96.67037254359202
Risk-Aware Regime Switching,2099,114.86578840976671
Risk-Aware Regime Switching,2100,109.27151581417701
Risk-Aware Regime Switching,2101,70.3256076212963
Risk-Aware Regime Switching,2102,104.38303906480331
Risk-Aware Regime Switching,2103,119.40285671426491
Risk-Aware Regime Switching,2104,98.08940064083632
Risk-Aware Regime Switching,2105,114.04557232330575
Risk-Aware Regime Switching,2106,110.55737459704945
Risk-Aware Regime Switching,2107,72.43953251290756
Risk-Aware Regime Switching,2108,61.213182201262406
Risk-Aware Regime Switching,2109,109.27536860083235
Risk-Aware Regime Switching,2110,95.86626202539026
Risk-Aware Regime Switching,2111,85.70368528801971
Risk-Aware Regime Switching,2112,124.88341076615252
Risk-Aware Regime Switching,2113,90.2029772217881
Risk-Aware Regime Switching,2114,86.89017847052524
Risk-Aware Regime Switching,2115,132.56882622357674
Risk-Aware Regime Switching,2116,99.58859510241935
Risk-Aware Regime Switching,2117,88.57327011287816
Risk-Aware Regime Switching,2118,102.09976389315901
Risk-Aware Regime Switching,2119,91.7634580996847
Risk-Aware Regime Switching,2120,95.38447911888449
Risk-Aware Regime Switching,2121,118.77095214590963
Risk-Aware Regime Switching,2122,107.295051765896
Risk-Aware Regime Switching,2123,99.02447985408232
Risk-Aware Regime Switching,2124,67.55013681118635
Risk-Aware Regime Switching,2125,87.66737614999958
Risk-Aware Regime Switching,2126,77.68535993226331
Risk-Aware Regime Switching,2127,68.19473764373345
Risk-Aware Regime Switching,2128,52.041219932079215
Risk-Aware Regime Switching,2129,83.28249209009854
Risk-Aware Regime Switching,2130,99.50655438401526
Risk-Aware Regime Switching,2131,125.06833157084432
Risk-Aware Regime Switching,2132,93.17761873075429
Risk-Aware Regime Switching,2133,111.25510970872871
Risk-Aware Regime Switching,2134,124.61913396882139
Risk-Aware Regime Switching,2135,112.91208289659048
Risk-Aware Regime Switching,2136,139.74388433550183
Risk-Aware Regime Switching,2137,103.94463847906033
Risk-Aware Regime Switching,2138,113.6353693380604
Risk-Aware Regime Switching,2139,129.39238709149745
Risk-Aware Regime Switching,2140,89.70697930730637
Risk-Aware Regime Switching,2141,120.60392730063079
Risk-Aware Regime Switching,2142,121.95617484645199
Risk-Aware Regime Switching,2143,101.89369685820166
Risk-Aware Regime Switching,2144,73.92077912935889
Risk-Aware Regime Switching,2145,82.19521418657678
Risk-Aware Regime Switching,2146,105.63158594991937
Risk-Aware Regime Switching,2147,101.48777651082506
Risk-Aware Regime Switching,2148,113.62641559739505
Risk-Aware Regime Switching,2149,119.51989703336505
Risk-Aware Regime Switching,2150,85.09232185785109
Risk-Aware Regime Switching,2151,89.88505900702295
Risk-Aware Regime Switching,2152,197.09093256134045
Risk-Aware Regime Switching,2153,87.1016447489531
Risk-Aware Regime Switching,2154,68.39749401387921
Risk-Aware Regime Switching,2155,97.85480996049544
Risk-Aware Regime Switching,2156,82.34618587120207
Risk-Aware Regime Switching,2157,74.63463682770974
Risk-Aware Regime Switching,2158,99.44431669756187
Risk-Aware Regime Switching,2159,87.4914749970063
Risk-Aware Regime Switching,2160,93.38166863808054
Risk-Aware Regime Switching,2161,100.22743978239784
Risk-Aware Regime Switching,2162,93.94214309447517
Risk-Aware Regime Switching,2163,107.06328669725491
Risk-Aware Regime Switching,2164,159.25535877273285
Risk-Aware Regime Switching,2165,98.17994293160173
Risk-Aware Regime Switching,2166,128.88257869310465
Risk-Aware Regime Switching,2167,128.2076244167152
Risk-Aware Regime Switching,2168,65.29919561006558
Risk-Aware Regime Switching,2169,95.40414027507607
Risk-Aware Regime Switching,2170,110.67289804956908
Risk-Aware Regime Switching,2171,162.33611713955517
Risk-Aware Regime Switching,2172,84.26577219046843
Risk-Aware Regime Switching,2173,75.61311694110461
Risk-Aware Regime Switching,2174,113.49922881271621
Risk-Aware Regime Switching,2175,100.18631419119974
Risk-Aware Regime Switching,2176,94.1688464222264
Risk-Aware Regime Switching,2177,68.69281417246104
Risk-Aware Regime Switching,2178,99.19917224436271
Risk-Aware Regime Switching,2179,99.17351668909511
Risk-Aware Regime Switching,2180,152.73726866383524
Risk-Aware Regime Switching,2181,53.17758663840036
Risk-Aware Regime Switching,2182,94.68270783314658
Risk-Aware Regime Switching,2183,116.83185862883177
Risk-Aware Regime Switching,2184,58.98111049146726
Risk-Aware Regime Switching,2185,128.8869693681351
Risk-Aware Regime Switching,2186,68.68882188470079
Risk-Aware Regime Switching,2187,73.59705641362679
Risk-Aware Regime Switching,2188,102.33591263363999
Risk-Aware Regime Switching,2189,121.20299091218934
Risk-Aware Regime Switching,2190,83.3635291513931
Risk-Aware Regime Switching,2191,117.93240440796879
Risk-Aware Regime Switching,2192,104.76476518003214
Risk-Aware Regime Switching,2193,99.7193697822479
Risk-Aware Regime Switching,2194,116.76196342017577
Risk-Aware Regime Switching,2195,80.21967274939199
Risk-Aware Regime Switching,2196,170.11507322429276
Risk-Aware Regime Switching,2197,88.78940777511181
Risk-Aware Regime Switching,2198,96.28084366108212
Risk-Aware Regime Switching,2199,138.3545897087114
Risk-Aware Regime Switching,2200,69.45844664168777
Risk-Aware Regime Switching,2201,118.59582576968668
Risk-Aware Regime Switching,2202,85.91939627299226
Risk-Aware Regime Switching,2203,127.24685954517074
Risk-Aware Regime Switching,2204,112.04565136153863
Risk-Aware Regime Switching,2205,69.57139449400798
Risk-Aware Regime Switching,2206,95.22633650025848
Risk-Aware Regime Switching,2207,99.57831046043661
Risk-Aware Regime Switching,2208,131.72543406397466
Risk-Aware Regime Switching,2209,62.55722081706416
Risk-Aware Regime Switching,2210,64.78893139578275
Risk-Aware Regime Switching,2211,70.0393576706325
Risk-Aware Regime Switching,2212,97.92702683592364
Risk-Aware Regime Switching,2213,70.9163682495489
Risk-Aware Regime Switching,2214,132.18328501132194
Risk-Aware Regime Switching,2215,92.4876561202178
Risk-Aware Regime Switching,2216,75.1622465996096
Risk-Aware Regime Switching,2217,101.86696137324567
Risk-Aware Regime Switching,2218,87.38147284580259
Risk-Aware Regime Switching,2219,77.54906085753218
Risk-Aware Regime Switching,2220,106.90274035572781
Risk-Aware Regime Switching,2221,101.63494046006723
Risk-Aware Regime Switching,2222,123.2268632211498
Risk-Aware Regime Switching,2223,51.971821184025515
Risk-Aware Regime Switching,2224,77.63945172539538
Risk-Aware Regime Switching,2225,86.41175393994618
Risk-Aware Regime Switching,2226,113.60921174204215
Risk-Aware Regime Switching,2227,89.38623050694426
Risk-Aware Regime Switching,2228,97.36450361018679
Risk-Aware Regime Switching,2229,122.83453522823773
Risk-Aware Regime Switching,2230,115.15969041063214
Risk-Aware Regime Switching,2231,70.42119209369723
Risk-Aware Regime Switching,2232,101.77926696484224
Risk-Aware Regime Switching,2233,91.90826992436183
Risk-Aware Regime Switching,2234,81.65559356664983
Risk-Aware Regime Switching,2235,90.92619771855497
Risk-Aware Regime Switching,2236,69.51231719640893
Risk-Aware Regime Switching,2237,133.84243958235257
Risk-Aware Regime Switching,2238,78.77881296519072
Risk-Aware Regime Switching,2239,75.78267449817297
Risk-Aware Regime Switching,2240,82.90535084413044
Risk-Aware Regime Switching,2241,81.85420293024333
Risk-Aware Regime Switching,2242,95.41127624965647
Risk-Aware Regime Switching,2243,82.03124429237455
Risk-Aware Regime Switching,2244,95.11231177393687
Risk-Aware Regime Switching,2245,152.97241397292208
Risk-Aware Regime Switching,2246,59.87891399887027
Risk-Aware Regime Switching,2247,104.48530442465054
Risk-Aware Regime Switching,2248,72.94290867499195
Risk-Aware Regime Switching,2249,64.42947431334689
Risk-Aware Regime Switching,2250,150.87285857057867
Risk-Aware Regime Switching,2251,69.88977280445309
Risk-Aware Regime Switching,2252,134.27006547709837
Risk-Aware Regime Switching,2253,72.12453976525097
Risk-Aware Regime Switching,2254,82.39722011810855
Risk-Aware Regime Switching,2255,81.29322451834093
Risk-Aware Regime Switching,2256,99.32838630059868
Risk-Aware Regime Switching,2257,117.1825925607298
Risk-Aware Regime Switching,2258,138.5727688961332
Risk-Aware Regime Switching,2259,103.08763257917339
Risk-Aware Regime Switching,2260,137.46890266890114
Risk-Aware Regime Switching,2261,92.61110333618586
Risk-Aware Regime Switching,2262,93.54392215967037
Risk-Aware Regime Switching,2263,99.22136784028815
Risk-Aware Regime Switching,2264,112.7832700318014
Risk-Aware Regime Switching,2265,103.28327409706833
Risk-Aware Regime Switching,2266,117.51749239907798
Risk-Aware Regime Switching,2267,111.84405790337104
Risk-Aware Regime Switching,2268,152.08177932027598
Risk-Aware Regime Switching,2269,95.4976651623781
Risk-Aware Regime Switching,2270,83.4480150646717
Risk-Aware Regime Switching,2271,79.42601766071708
Risk-Aware Regime Switching,2272,117.05158511770829
Risk-Aware Regime Switching,2273,107.76948508162259
Risk-Aware Regime Switching,2274,102.64164576977373
Risk-Aware Regime Switching,2275,119.22414378379496
Risk-Aware Regime Switching,2276,71.55628660575017
Risk-Aware Regime Switching,2277,133.4581508802429
Risk-Aware Regime Switching,2278,72.36372506148496
Risk-Aware Regime Switching,2279,108.2826375737048
Risk-Aware Regime Switching,2280,73.35272279401748
Risk-Aware Regime Switching,2281,66.90500298319766
Risk-Aware Regime Switching,2282,71.32378654093189
Risk-Aware Regime Switching,2283,79.99743382777791
Risk-Aware Regime Switching,2284,81.15472425530037
Risk-Aware Regime Switching,2285,56.47090241041137
Risk-Aware Regime Switching,2286,115.01023578217237
Risk-Aware Regime Switching,2287,127.94838473122792
Risk-Aware Regime Switching,2288,81.07331780378762
Risk-Aware Regime Switching,2289,72.13958228855772
Risk-Aware Regime Switching,2290,99.92298261838711
Risk-Aware Regime Switching,2291,131.36429369853963
Risk-Aware Regime Switching,2292,88.89023792040953
Risk-Aware Regime Switching,2293,77.95043536833333
Risk-Aware Regime Switching,2294,90.46057807646176
Risk-Aware Regime Switching,2295,127.07608943943427
Risk-Aware Regime Switching,2296,183.8108977752145
Risk-Aware Regime Switching,2297,95.59375509355868
Risk-Aware Regime Switching,2298,79.71161872773023
Risk-Aware Regime Switching,2299,76.37833208414524
Risk-Aware Regime Switching,2300,86.81747023262942
Risk-Aware Regime Switching,2301,73.19861499879455
Risk-Aware Regime Switching,2302,78.89501594919646
Risk-Aware Regime Switching,2303,115.04998209339851
Risk-Aware Regime Switching,2304,79.06668030966884
Risk-Aware Regime Switching,2305,88.91194632750269
Risk-Aware Regime Switching,2306,86.11179763498139
Risk-Aware Regime Switching,2307,66.82914937790949
Risk-Aware Regime Switching,2308,71.11980057890926
Risk-Aware Regime Switching,2309,82.60347883161408
Risk-Aware Regime Switching,2310,82.19549422946201
Risk-Aware Regime Switching,2311,76.00677680474641
Risk-Aware Regime Switching,2312,108.46503270024361
Risk-Aware Regime Switching,2313,60.64946689294993
Risk-Aware Regime Switching,2314,95.9749457158439
Risk-Aware Regime Switching,2315,126.51384296792389
Risk-Aware Regime Switching,2316,140.5700898665974
Risk-Aware Regime Switching,2317,113.22750180825243
Risk-Aware Regime Switching,2318,91.6419874905855
Risk-Aware Regime Switching,2319,115.94545000720062
Risk-Aware Regime Switching,2320,130.14973126828428
Risk-Aware Regime Switching,2321,101.05563435299716
Risk-Aware Regime Switching,2322,95.40691166855174
Risk-Aware Regime Switching,2323,92.499488195525
Risk-Aware Regime Switching,2324,124.429189730507
Risk-Aware Regime Switching,2325,110.87215585027477
Risk-Aware Regime Switching,2326,102.21627279956114
Risk-Aware Regime Switching,2327,101.41018340727823
Risk-Aware Regime Switching,2328,87.69114697836007
Risk-Aware Regime Switching,2329,112.6040085126273
Risk-Aware Regime Switching,2330,131.35709554739339
Risk-Aware Regime Switching,2331,139.27614193119098
Risk-Aware Regime Switching,2332,92.70568821100045
Risk-Aware Regime Switching,2333,82.29765328646504
Risk-Aware Regime Switching,2334,101.19958991435831
Risk-Aware Regime Switching,2335,93.60075111821926
Risk-Aware Regime Switching,2336,116.97553507100294
Risk-Aware Regime Switching,2337,83.79801286373527
Risk-Aware Regime Switching,2338,104.72879817497049
Risk-Aware Regime Switching,2339,104.57264698951079
Risk-Aware Regime Switching,2340,62.82196016500458
Risk-Aware Regime Switching,2341,59.98629257609163
Risk-Aware Regime Switching,2342,81.30950907211938
Risk-Aware Regime Switching,2343,75.85593924096688
Risk-Aware Regime Switching,2344,116.9128665225218
Risk-Aware Regime Switching,2345,109.44835860719112
Risk-Aware Regime Switching,2346,72.39458810575913
Risk-Aware Regime Switching,2347,92.76450604029013
Risk-Aware Regime Switching,2348,71.97147249908703
Risk-Aware Regime Switching,2349,90.51672973556491
Risk-Aware Regime Switching,2350,90.88955556194404
Risk-Aware Regime Switching,2351,90.68554084686626
Risk-Aware Regime Switching,2352,113.42862709901512
Risk-Aware Regime Switching,2353,88.22565370880214
Risk-Aware Regime Switching,2354,71.3703479820298
Risk-Aware Regime Switching,2355,72.46513181793527
Risk-Aware Regime Switching,2356,83.27770194450991
Risk-Aware Regime Switching,2357,91.08818270097184
Risk-Aware Regime Switching,2358,109.82252826964319
Risk-Aware Regime Switching,2359,94.81255985297028
Risk-Aware Regime Switching,2360,111.32340847759707
Risk-Aware Regime Switching,2361,83.13955824474024
Risk-Aware Regime Switching,2362,79.72067169281821
Risk-Aware Regime Switching,2363,63.796831630012875
Risk-Aware Regime Switching,2364,110.4888799433287
Risk-Aware Regime Switching,2365,60.88870535132923
Risk-Aware Regime Switching,2366,61.74246661568748
Risk-Aware Regime Switching,2367,111.15315569693034
Risk-Aware Regime Switching,2368,95.1298130091091
Risk-Aware Regime Switching,2369,79.10417992836973
Risk-Aware Regime Switching,2370,129.66658732563593
Risk-Aware Regime Switching,2371,85.63483505605352
Risk-Aware Regime Switching,2372,69.69795952839156
Risk-Aware Regime Switching,2373,96.37006779251233
Risk-Aware Regime Switching,2374,114.51173043564286
Risk-Aware Regime Switching,2375,104.63672862971629
Risk-Aware Regime Switching,2376,107.32113550569267
Risk-Aware Regime Switching,2377,106.1864873010594
Risk-Aware Regime Switching,2378,100.62095920917089
Risk-Aware Regime Switching,2379,121.79294307357695
Risk-Aware Regime Switching,2380,96.00677944668506
Risk-Aware Regime Switching,2381,129.30154640094727
Risk-Aware Regime Switching,2382,89.91762492784248
Risk-Aware Regime Switching,2383,121.72846663246062
Risk-Aware Regime Switching,2384,98.49473501759634
Risk-Aware Regime Switching,2385,114.9380685657935
Risk-Aware Regime Switching,2386,92.62754951316107
Risk-Aware Regime Switching,2387,155.0789016153772
Risk-Aware Regime Switching,2388,98.57736338796848
Risk-Aware Regime Switching,2389,82.3597498556083
Risk-Aware Regime Switching,2390,80.60814552308395
Risk-Aware Regime Switching,2391,149.18234813891152
Risk-Aware Regime Switching,2392,95.77527906190289
Risk-Aware Regime Switching,2393,104.86409701068848
Risk-Aware Regime Switching,2394,92.44780054748895
Risk-Aware Regime Switching,2395,82.18705350397339
Risk-Aware Regime Switching,2396,100.62961007490576
Risk-Aware Regime Switching,2397,100.65326725521335
Risk-Aware Regime Switching,2398,135.52340474424165
Risk-Aware Regime Switching,2399,77.17493645560964
Risk-Aware Regime Switching,2400,105.5865814327352
Risk-Aware Regime Switching,2401,89.12385936316124
Risk-Aware Regime Switching,2402,132.37169707366044
Risk-Aware Regime Switching,2403,130.83535044510813
Risk-Aware Regime Switching,2404,93.16954262193079
Risk-Aware Regime Switching,2405,91.72685367157004
Risk-Aware Regime Switching,2406,90.00736771918984
Risk-Aware Regime Switching,2407,110.31971941382783
Risk-Aware Regime Switching,2408,79.44442212373872
Risk-Aware Regime Switching,2409,91.37312493624832
Risk-Aware Regime Switching,2410,83.63180304175584
Risk-Aware Regime Switching,2411,92.90612774019836
Risk-Aware Regime Switching,2412,96.39960747191824
Risk-Aware Regime Switching,2413,87.95615181130549
Risk-Aware Regime Switching,2414,172.08408703896686
Risk-Aware Regime Switching,2415,93.80791215116189
Risk-Aware Regime Switching,2416,102.26946478116407
Risk-Aware Regime Switching,2417,121.16869762669158
Risk-Aware Regime Switching,2418,92.63500409139539
Risk-Aware Regime Switching,2419,106.31767922180427
Risk-Aware Regime Switching,2420,69.20663773705623
Risk-Aware Regime Switching,2421,92.92233927961604
Risk-Aware Regime Switching,2422,104.31883474470645
Risk-Aware Regime Switching,2423,62.18902259340642
Risk-Aware Regime Switching,2424,91.52591580533054
Risk-Aware Regime Switching,2425,75.80965479412245
Risk-Aware Regime Switching,2426,92.71416677770868
Risk-Aware Regime Switching,2427,87.97142207632155
Risk-Aware Regime Switching,2428,123.55845739618067
Risk-Aware Regime Switching,2429,80.4422882772051
Risk-Aware Regime Switching,2430,129.80461887455496
Risk-Aware Regime Switching,2431,70.32093530981071
Risk-Aware Regime Switching,2432,83.54611071013423
Risk-Aware Regime Switching,2433,65.03906193949051
Risk-Aware Regime Switching,2434,74.12755505231138
Risk-Aware Regime Switching,2435,104.17973263644487
Risk-Aware Regime Switching,2436,143.48892646995117
Risk-Aware Regime Switching,2437,90.23662203253261
Risk-Aware Regime Switching,2438,89.76428870941464
Risk-Aware Regime Switching,2439,127.26729303053868
Risk-Aware Regime Switching,2440,91.33095305037966
Risk-Aware Regime Switching,2441,91.7842978819761
Risk-Aware Regime Switching,2442,113.26827190911992
Risk-Aware Regime Switching,2443,96.18560862491697
Risk-Aware Regime Switching,2444,79.51221864485349
Risk-Aware Regime Switching,2445,112.24067502257165
Risk-Aware Regime Switching,2446,114.01065876664043
Risk-Aware Regime Switching,2447,93.56257833700644
Risk-Aware Regime Switching,2448,89.7620944412015
Risk-Aware Regime Switching,2449,92.83121436015264
Risk-Aware Regime Switching,2450,124.48952017594056
Risk-Aware Regime Switching,2451,122.16418799964973
Risk-Aware Regime Switching,2452,93.53707951825602
Risk-Aware Regime Switching,2453,76.00279972983707
Risk-Aware Regime Switching,2454,79.90158208864419
Risk-Aware Regime Switching,2455,77.80659839413717
Risk-Aware Regime Switching,2456,105.95989776635221
Risk-Aware Regime Switching,2457,55.989759510653094
Risk-Aware Regime Switching,2458,99.08877980224243
Risk-Aware Regime Switching,2459,98.5315921719226
Risk-Aware Regime Switching,2460,111.65160925280955
Risk-Aware Regime Switching,2461,92.92466627007191
Risk-Aware Regime Switching,2462,127.40983138688478
Risk-Aware Regime Switching,2463,87.74151383749795
Risk-Aware Regime Switching,2464,77.14235083087324
Risk-Aware Regime Switching,2465,127.65995565172186
Risk-Aware Regime Switching,2466,96.07446444971069
Risk-Aware Regime Switching,2467,68.27402298189863
Risk-Aware Regime Switching,2468,102.2697865510899
Risk-Aware Regime Switching,2469,113.24110378351513
Risk-Aware Regime Switching,2470,104.54855505295914
Risk-Aware Regime Switching,2471,169.98044341842774
Risk-Aware Regime Switching,2472,106.22756768680526
Risk-Aware Regime Switching,2473,115.07780126285047
Risk-Aware Regime Switching,2474,168.08918362081675
Risk-Aware Regime Switching,2475,105.45725819576934
Risk-Aware Regime Switching,2476,119.58946473878575
Risk-Aware Regime Switching,2477,106.06181547780145
Risk-Aware Regime Switching,2478,112.71607374035439
Risk-Aware Regime Switching,2479,72.59087129971232
Risk-Aware Regime Switching,2480,120.16117692462105
Risk-Aware Regime Switching,2481,139.32155188338174
Risk-Aware Regime Switching,2482,125.93867742884488
Risk-Aware Regime Switching,2483,112.77668320100392
Risk-Aware Regime Switching,2484,103.85800957317397
Risk-Aware Regime Switching,2485,108.86580295637785
Risk-Aware Regime Switching,2486,100.13447431131087
Risk-Aware Regime Switching,2487,136.90843836415198
Risk-Aware Regime Switching,2488,102.3733857417225
Risk-Aware Regime Switching,2489,80.6995203689728
Risk-Aware Regime Switching,2490,102.60295053418606
Risk-Aware Regime Switching,2491,97.99020238450552
Risk-Aware Regime Switching,2492,119.01989983664807
Risk-Aware Regime Switching,2493,85.78049029437466
Risk-Aware Regime Switching,2494,54.66673367953063
Risk-Aware Regime Switching,2495,84.70076640856115
