Strategy,Simulation,Maximum Drawdown
Risk-Aware Regime Switching,7374,-0.20190544371075148
Risk-Aware Regime Switching,7375,-0.38463843671813436
Risk-Aware Regime Switching,7376,-0.17405103106697772
Risk-Aware Regime Switching,7377,-0.32874972350360043
Risk-Aware Regime Switching,7378,-0.4450270221702841
Risk-Aware Regime Switching,7379,-0.2701143803393614
Risk-Aware Regime Switching,7380,-0.20850383083941593
Risk-Aware Regime Switching,7381,-0.17417028374271293
Risk-Aware Regime Switching,7382,-0.23076128427781883
Risk-Aware Regime Switching,7383,-0.20024600118462055
Risk-Aware Regime Switching,7384,-0.1505550803706316
Risk-Aware Regime Switching,7385,-0.2284514525586283
Risk-Aware Regime Switching,7386,-0.13864429822099533
Risk-Aware Regime Switching,7387,-0.2501811886806363
Risk-Aware Regime Switching,7388,-0.15076627791892605
Risk-Aware Regime Switching,7389,-0.23052229133115398
Risk-Aware Regime Switching,7390,-0.40211172332305434
Risk-Aware Regime Switching,7391,-0.13617583596734717
Risk-Aware Regime Switching,7392,-0.11137558500180489
Risk-Aware Regime Switching,7393,-0.3437818438864777
Risk-Aware Regime Switching,7394,-0.24705617706553495
Risk-Aware Regime Switching,7395,-0.20356469584430803
Risk-Aware Regime Switching,7396,-0.11099402583249252
Risk-Aware Regime Switching,7397,-0.36086676626647085
Risk-Aware Regime Switching,7398,-0.18965779186497012
Risk-Aware Regime Switching,7399,-0.22072685168979278
Risk-Aware Regime Switching,7400,-0.17360205018210828
Risk-Aware Regime Switching,7401,-0.17749746190261084
Risk-Aware Regime Switching,7402,-0.3400427578029023
Risk-Aware Regime Switching,7403,-0.1035249457426567
Risk-Aware Regime Switching,7404,-0.2352550242988496
Risk-Aware Regime Switching,7405,-0.3026127780505289
Risk-Aware Regime Switching,7406,-0.23808653674723634
Risk-Aware Regime Switching,7407,-0.17014147916396705
Risk-Aware Regime Switching,7408,-0.19422716515802296
Risk-Aware Regime Switching,7409,-0.17498607972737168
Risk-Aware Regime Switching,7410,-0.2555723896852985
Risk-Aware Regime Switching,7411,-0.37645015590939856
Risk-Aware Regime Switching,7412,-0.25506087147989365
Risk-Aware Regime Switching,7413,-0.2808366717047879
Risk-Aware Regime Switching,7414,-0.26684473627614724
Risk-Aware Regime Switching,7415,-0.4233303891291963
Risk-Aware Regime Switching,7416,-0.42261070423791636
Risk-Aware Regime Switching,7417,-0.3749094489846325
Risk-Aware Regime Switching,7418,-0.3221360808574344
Risk-Aware Regime Switching,7419,-0.2329499861029919
Risk-Aware Regime Switching,7420,-0.33679925330774996
Risk-Aware Regime Switching,7421,-0.15045799195774412
Risk-Aware Regime Switching,7422,-0.4342913470618519
Risk-Aware Regime Switching,7423,-0.3025932451861262
Risk-Aware Regime Switching,7424,-0.5473497441997774
Risk-Aware Regime Switching,7425,-0.1687909985946333
Risk-Aware Regime Switching,7426,-0.20224922062691264
Risk-Aware Regime Switching,7427,-0.37134770253896465
Risk-Aware Regime Switching,7428,-0.28152993362713497
Risk-Aware Regime Switching,7429,-0.14072629875436782
Risk-Aware Regime Switching,7430,-0.2758278984228437
Risk-Aware Regime Switching,7431,-0.32447412857330193
Risk-Aware Regime Switching,7432,-0.28484087542727454
Risk-Aware Regime Switching,7433,-0.21923800119021997
Risk-Aware Regime Switching,7434,-0.19206684419517905
Risk-Aware Regime Switching,7435,-0.2501000224159369
Risk-Aware Regime Switching,7436,-0.12871997451086958
Risk-Aware Regime Switching,7437,-0.2564983413189469
Risk-Aware Regime Switching,7438,-0.2594392354266073
Risk-Aware Regime Switching,7439,-0.2446834258040259
Risk-Aware Regime Switching,7440,-0.3137980150853995
Risk-Aware Regime Switching,7441,-0.33600592060392187
Risk-Aware Regime Switching,7442,-0.1220316523803594
Risk-Aware Regime Switching,7443,-0.14635353575245835
Risk-Aware Regime Switching,7444,-0.20353399230491798
Risk-Aware Regime Switching,7445,-0.19842518050437752
Risk-Aware Regime Switching,7446,-0.3352020391544974
Risk-Aware Regime Switching,7447,-0.3833907707400874
Risk-Aware Regime Switching,7448,-0.2688792458362488
Risk-Aware Regime Switching,7449,-0.22647196438394712
Risk-Aware Regime Switching,7450,-0.15523069161790426
Risk-Aware Regime Switching,7451,-0.25408443024241767
Risk-Aware Regime Switching,7452,-0.20616795191667603
Risk-Aware Regime Switching,7453,-0.2591833052466247
Risk-Aware Regime Switching,7454,-0.12696866159872788
Risk-Aware Regime Switching,7455,-0.24496703617524396
Risk-Aware Regime Switching,7456,-0.31762901124552023
Risk-Aware Regime Switching,7457,-0.14200768547625586
Risk-Aware Regime Switching,7458,-0.23558164553561156
Risk-Aware Regime Switching,7459,-0.2607161754285443
Risk-Aware Regime Switching,7460,-0.15005139679816515
Risk-Aware Regime Switching,7461,-0.15654383234664215
Risk-Aware Regime Switching,7462,-0.41881667989435767
Risk-Aware Regime Switching,7463,-0.1560542501055424
Risk-Aware Regime Switching,7464,-0.3396869039327517
Risk-Aware Regime Switching,7465,-0.2935835980054594
Risk-Aware Regime Switching,7466,-0.2733331756516595
Risk-Aware Regime Switching,7467,-0.2641678489385001
Risk-Aware Regime Switching,7468,-0.14920956159952392
Risk-Aware Regime Switching,7469,-0.3631774465851362
Risk-Aware Regime Switching,7470,-0.2224959488187983
Risk-Aware Regime Switching,7471,-0.36826636621290454
Risk-Aware Regime Switching,7472,-0.309382933154721
Risk-Aware Regime Switching,7473,-0.21570617524136582
Risk-Aware Regime Switching,7474,-0.25107940888969893
Risk-Aware Regime Switching,7475,-0.19968015585837617
Risk-Aware Regime Switching,7476,-0.22137903607493292
Risk-Aware Regime Switching,7477,-0.30311135718091986
Risk-Aware Regime Switching,7478,-0.39923271495689494
Risk-Aware Regime Switching,7479,-0.2812357635641334
Risk-Aware Regime Switching,7480,-0.23538647956790693
Risk-Aware Regime Switching,7481,-0.3172120643603471
Risk-Aware Regime Switching,7482,-0.39666163988974434
Risk-Aware Regime Switching,7483,-0.1709048884980623
Risk-Aware Regime Switching,7484,-0.41430869094641143
Risk-Aware Regime Switching,7485,-0.24970273967725642
Risk-Aware Regime Switching,7486,-0.12542782801822883
Risk-Aware Regime Switching,7487,-0.1765337237063035
Risk-Aware Regime Switching,7488,-0.15104263896391723
Risk-Aware Regime Switching,7489,-0.27235300950017716
Risk-Aware Regime Switching,7490,-0.26054633254596904
Risk-Aware Regime Switching,7491,-0.29608991588087374
Risk-Aware Regime Switching,7492,-0.38098058891180253
Risk-Aware Regime Switching,7493,-0.2168299802707817
Risk-Aware Regime Switching,7494,-0.23155092525643883
Risk-Aware Regime Switching,7495,-0.23340108610684507
Risk-Aware Regime Switching,7496,-0.4971080355466685
Risk-Aware Regime Switching,7497,-0.32261755208213116
Risk-Aware Regime Switching,7498,-0.17244345710259512
Risk-Aware Regime Switching,7499,-0.21552613633642592
Risk-Aware Regime Switching,7500,-0.49620993307173833
Risk-Aware Regime Switching,7501,-0.42348578715644825
Risk-Aware Regime Switching,7502,-0.32098359254215636
Risk-Aware Regime Switching,7503,-0.3557978764109111
Risk-Aware Regime Switching,7504,-0.22301448874965135
Risk-Aware Regime Switching,7505,-0.23140515541475803
Risk-Aware Regime Switching,7506,-0.2277799340715042
Risk-Aware Regime Switching,7507,-0.13747528321088964
Risk-Aware Regime Switching,7508,-0.3311574080685834
Risk-Aware Regime Switching,7509,-0.3590800090231643
Risk-Aware Regime Switching,7510,-0.18910871497094384
Risk-Aware Regime Switching,7511,-0.35405868744550384
Risk-Aware Regime Switching,7512,-0.14248695062583416
Risk-Aware Regime Switching,7513,-0.13443844194042265
Risk-Aware Regime Switching,7514,-0.5224421787681544
Risk-Aware Regime Switching,7515,-0.215007428210356
Risk-Aware Regime Switching,7516,-0.2709160843329146
Risk-Aware Regime Switching,7517,-0.39605508341653695
Risk-Aware Regime Switching,7518,-0.13500632866521856
Risk-Aware Regime Switching,7519,-0.30018323315662954
Risk-Aware Regime Switching,7520,-0.23817987885702108
Risk-Aware Regime Switching,7521,-0.4502232428550692
Risk-Aware Regime Switching,7522,-0.15613161079043736
Risk-Aware Regime Switching,7523,-0.2610895639312636
Risk-Aware Regime Switching,7524,-0.2124068214346112
Risk-Aware Regime Switching,7525,-0.14430585772662963
Risk-Aware Regime Switching,7526,-0.14934438706309938
Risk-Aware Regime Switching,7527,-0.2940687390333302
Risk-Aware Regime Switching,7528,-0.2317227836366681
Risk-Aware Regime Switching,7529,-0.1966308281074839
Risk-Aware Regime Switching,7530,-0.2767068793083426
Risk-Aware Regime Switching,7531,-0.17456804498749345
Risk-Aware Regime Switching,7532,-0.22332568976657274
Risk-Aware Regime Switching,7533,-0.28801972044830126
Risk-Aware Regime Switching,7534,-0.08307720532196583
Risk-Aware Regime Switching,7535,-0.4231708116768049
Risk-Aware Regime Switching,7536,-0.2703833554051034
Risk-Aware Regime Switching,7537,-0.39057988697876334
Risk-Aware Regime Switching,7538,-0.22753293465392255
Risk-Aware Regime Switching,7539,-0.14353490912482958
Risk-Aware Regime Switching,7540,-0.3730183470047689
Risk-Aware Regime Switching,7541,-0.39367762354935787
Risk-Aware Regime Switching,7542,-0.25305477593703984
Risk-Aware Regime Switching,7543,-0.2881393223401072
Risk-Aware Regime Switching,7544,-0.1865457789142254
Risk-Aware Regime Switching,7545,-0.10307092538380958
Risk-Aware Regime Switching,7546,-0.22981259724870062
Risk-Aware Regime Switching,7547,-0.3268007661145752
Risk-Aware Regime Switching,7548,-0.23739980936230187
Risk-Aware Regime Switching,7549,-0.36389337545748535
Risk-Aware Regime Switching,7550,-0.13072000698483566
Risk-Aware Regime Switching,7551,-0.2149007329403425
Risk-Aware Regime Switching,7552,-0.2517472949940335
Risk-Aware Regime Switching,7553,-0.3133743579125361
Risk-Aware Regime Switching,7554,-0.2970812016842159
Risk-Aware Regime Switching,7555,-0.3979780130386771
Risk-Aware Regime Switching,7556,-0.41132741606367795
Risk-Aware Regime Switching,7557,-0.12501986431203693
Risk-Aware Regime Switching,7558,-0.22595380442300217
Risk-Aware Regime Switching,7559,-0.28603296178993554
Risk-Aware Regime Switching,7560,-0.3829517229467474
Risk-Aware Regime Switching,7561,-0.25171216902690874
Risk-Aware Regime Switching,7562,-0.25422897566929115
Risk-Aware Regime Switching,7563,-0.26062654470307234
Risk-Aware Regime Switching,7564,-0.2905788706685116
Risk-Aware Regime Switching,7565,-0.1654653687305091
Risk-Aware Regime Switching,7566,-0.39997919134834037
Risk-Aware Regime Switching,7567,-0.17214262867953156
Risk-Aware Regime Switching,7568,-0.18940996896780393
Risk-Aware Regime Switching,7569,-0.09080306337286304
Risk-Aware Regime Switching,7570,-0.20923157350413724
Risk-Aware Regime Switching,7571,-0.3258954152338045
Risk-Aware Regime Switching,7572,-0.2596425899068562
Risk-Aware Regime Switching,7573,-0.267549100465057
Risk-Aware Regime Switching,7574,-0.22041335001962137
Risk-Aware Regime Switching,7575,-0.297464939732645
Risk-Aware Regime Switching,7576,-0.07496695709880719
Risk-Aware Regime Switching,7577,-0.2883221806388637
Risk-Aware Regime Switching,7578,-0.28573234450565566
Risk-Aware Regime Switching,7579,-0.20249173044087831
Risk-Aware Regime Switching,7580,-0.20998946968464582
Risk-Aware Regime Switching,7581,-0.35307688214560795
Risk-Aware Regime Switching,7582,-0.3453426982642982
Risk-Aware Regime Switching,7583,-0.3742819484983181
Risk-Aware Regime Switching,7584,-0.25227234621887085
Risk-Aware Regime Switching,7585,-0.13059849156164172
Risk-Aware Regime Switching,7586,-0.2934269040166979
Risk-Aware Regime Switching,7587,-0.15725530906631335
Risk-Aware Regime Switching,7588,-0.21475073929594368
Risk-Aware Regime Switching,7589,-0.3634628205687809
Risk-Aware Regime Switching,7590,-0.2671881261404473
Risk-Aware Regime Switching,7591,-0.42588857620146237
Risk-Aware Regime Switching,7592,-0.20955835295356773
Risk-Aware Regime Switching,7593,-0.2126236209629192
Risk-Aware Regime Switching,7594,-0.15282719972938918
Risk-Aware Regime Switching,7595,-0.3679998953821966
Risk-Aware Regime Switching,7596,-0.3710631943934387
Risk-Aware Regime Switching,7597,-0.29841022570190945
Risk-Aware Regime Switching,7598,-0.1591528585691926
Risk-Aware Regime Switching,7599,-0.263490844281401
Risk-Aware Regime Switching,7600,-0.09629465950898142
Risk-Aware Regime Switching,7601,-0.31760346174123055
Risk-Aware Regime Switching,7602,-0.33973195150425806
Risk-Aware Regime Switching,7603,-0.12622496240567005
Risk-Aware Regime Switching,7604,-0.17484966826853499
Risk-Aware Regime Switching,7605,-0.22810211507612688
Risk-Aware Regime Switching,7606,-0.40026055718795117
Risk-Aware Regime Switching,7607,-0.1370046335721462
Risk-Aware Regime Switching,7608,-0.10247369140361118
Risk-Aware Regime Switching,7609,-0.2099626226082295
Risk-Aware Regime Switching,7610,-0.16030179044081028
Risk-Aware Regime Switching,7611,-0.1742150258170898
Risk-Aware Regime Switching,7612,-0.2794762949713355
Risk-Aware Regime Switching,7613,-0.1704719480000939
Risk-Aware Regime Switching,7614,-0.14215748902996217
Risk-Aware Regime Switching,7615,-0.511759482002952
Risk-Aware Regime Switching,7616,-0.14395364210162276
Risk-Aware Regime Switching,7617,-0.15117194241223142
Risk-Aware Regime Switching,7618,-0.18731141122282657
Risk-Aware Regime Switching,7619,-0.15730165480775005
Risk-Aware Regime Switching,7620,-0.3605430018630168
Risk-Aware Regime Switching,7621,-0.33319314507736053
Risk-Aware Regime Switching,7622,-0.16815962768374215
Risk-Aware Regime Switching,7623,-0.19935329120470535
Risk-Aware Regime Switching,7624,-0.17363292365680227
Risk-Aware Regime Switching,7625,-0.22905131498900166
Risk-Aware Regime Switching,7626,-0.3491978100874099
Risk-Aware Regime Switching,7627,-0.2075389529960492
Risk-Aware Regime Switching,7628,-0.232328822208551
Risk-Aware Regime Switching,7629,-0.2442177295567497
Risk-Aware Regime Switching,7630,-0.23229788155377462
Risk-Aware Regime Switching,7631,-0.214500305428322
Risk-Aware Regime Switching,7632,-0.26289343754454175
Risk-Aware Regime Switching,7633,-0.1488797564470019
Risk-Aware Regime Switching,7634,-0.21549742250689197
Risk-Aware Regime Switching,7635,-0.29090290395402474
Risk-Aware Regime Switching,7636,-0.170835640323434
Risk-Aware Regime Switching,7637,-0.3041893277866039
Risk-Aware Regime Switching,7638,-0.2670313488632552
Risk-Aware Regime Switching,7639,-0.3023224869383706
Risk-Aware Regime Switching,7640,-0.4584482679624926
Risk-Aware Regime Switching,7641,-0.16772316423693867
Risk-Aware Regime Switching,7642,-0.1527760916757399
Risk-Aware Regime Switching,7643,-0.2875820347984266
Risk-Aware Regime Switching,7644,-0.4275364628794709
Risk-Aware Regime Switching,7645,-0.2097684807950968
Risk-Aware Regime Switching,7646,-0.15984051727705983
Risk-Aware Regime Switching,7647,-0.19456415549295158
Risk-Aware Regime Switching,7648,-0.1913591214083067
Risk-Aware Regime Switching,7649,-0.30808315024347654
Risk-Aware Regime Switching,7650,-0.37654178062937704
Risk-Aware Regime Switching,7651,-0.32294882415750714
Risk-Aware Regime Switching,7652,-0.26000149113618254
Risk-Aware Regime Switching,7653,-0.18650917233179543
Risk-Aware Regime Switching,7654,-0.23111898969654832
Risk-Aware Regime Switching,7655,-0.1326225916050755
Risk-Aware Regime Switching,7656,-0.3557860599344931
Risk-Aware Regime Switching,7657,-0.2436115305344977
Risk-Aware Regime Switching,7658,-0.31603638043374294
Risk-Aware Regime Switching,7659,-0.14890065635596084
Risk-Aware Regime Switching,7660,-0.08965878595877608
Risk-Aware Regime Switching,7661,-0.2041122855124562
Risk-Aware Regime Switching,7662,-0.16305522582719145
Risk-Aware Regime Switching,7663,-0.21772358921105184
Risk-Aware Regime Switching,7664,-0.21284401122205432
Risk-Aware Regime Switching,7665,-0.18330502069115195
Risk-Aware Regime Switching,7666,-0.1797754846064461
Risk-Aware Regime Switching,7667,-0.1506279870608973
Risk-Aware Regime Switching,7668,-0.5133056706792216
Risk-Aware Regime Switching,7669,-0.15645794457002826
Risk-Aware Regime Switching,7670,-0.38190270775816104
Risk-Aware Regime Switching,7671,-0.38165775620202425
Risk-Aware Regime Switching,7672,-0.17252962033322983
Risk-Aware Regime Switching,7673,-0.21490889776868738
Risk-Aware Regime Switching,7674,-0.1430535141793824
Risk-Aware Regime Switching,7675,-0.12876878010676984
Risk-Aware Regime Switching,7676,-0.3163292379617464
Risk-Aware Regime Switching,7677,-0.3062318442475168
Risk-Aware Regime Switching,7678,-0.20354149192994853
Risk-Aware Regime Switching,7679,-0.16636444693754637
Risk-Aware Regime Switching,7680,-0.33128438174123476
Risk-Aware Regime Switching,7681,-0.19557119488103014
Risk-Aware Regime Switching,7682,-0.24670613244137596
Risk-Aware Regime Switching,7683,-0.1883327871481798
Risk-Aware Regime Switching,7684,-0.38311156926878187
Risk-Aware Regime Switching,7685,-0.17665207541491368
Risk-Aware Regime Switching,7686,-0.1402018432345229
Risk-Aware Regime Switching,7687,-0.44431017107955906
Risk-Aware Regime Switching,7688,-0.16789428458982536
Risk-Aware Regime Switching,7689,-0.16676010413306963
Risk-Aware Regime Switching,7690,-0.4056233163766326
Risk-Aware Regime Switching,7691,-0.4081530925671707
Risk-Aware Regime Switching,7692,-0.11974078128077348
Risk-Aware Regime Switching,7693,-0.2681323886872281
Risk-Aware Regime Switching,7694,-0.23490083184573474
Risk-Aware Regime Switching,7695,-0.32252623425970783
Risk-Aware Regime Switching,7696,-0.2693487727448761
Risk-Aware Regime Switching,7697,-0.16460687664863982
Risk-Aware Regime Switching,7698,-0.3600129346725728
Risk-Aware Regime Switching,7699,-0.27048968921776817
Risk-Aware Regime Switching,7700,-0.2971374997942391
Risk-Aware Regime Switching,7701,-0.19045534113542895
Risk-Aware Regime Switching,7702,-0.31506436980250263
Risk-Aware Regime Switching,7703,-0.43824808014734207
Risk-Aware Regime Switching,7704,-0.2080353213812275
Risk-Aware Regime Switching,7705,-0.25183250952027236
Risk-Aware Regime Switching,7706,-0.14398169079992873
Risk-Aware Regime Switching,7707,-0.20093434271085775
Risk-Aware Regime Switching,7708,-0.4180935118823139
Risk-Aware Regime Switching,7709,-0.22418668213893345
Risk-Aware Regime Switching,7710,-0.3768835378934321
Risk-Aware Regime Switching,7711,-0.3334982739995893
Risk-Aware Regime Switching,7712,-0.19893162984853607
Risk-Aware Regime Switching,7713,-0.18865756222170105
Risk-Aware Regime Switching,7714,-0.26623621146260534
Risk-Aware Regime Switching,7715,-0.13207908048377726
Risk-Aware Regime Switching,7716,-0.11144157547386868
Risk-Aware Regime Switching,7717,-0.1417565229001272
Risk-Aware Regime Switching,7718,-0.31559332247760064
Risk-Aware Regime Switching,7719,-0.15765756342084913
Risk-Aware Regime Switching,7720,-0.1582756098635777
Risk-Aware Regime Switching,7721,-0.15673973612755998
Risk-Aware Regime Switching,7722,-0.13526367501860315
Risk-Aware Regime Switching,7723,-0.32776873674047136
Risk-Aware Regime Switching,7724,-0.21955700290600821
Risk-Aware Regime Switching,7725,-0.2880169613907264
Risk-Aware Regime Switching,7726,-0.1376217483566794
Risk-Aware Regime Switching,7727,-0.3103763850991782
Risk-Aware Regime Switching,7728,-0.10831786066790261
Risk-Aware Regime Switching,7729,-0.15851453729716392
Risk-Aware Regime Switching,7730,-0.4807517226390806
Risk-Aware Regime Switching,7731,-0.2039639443315281
Risk-Aware Regime Switching,7732,-0.34553921928257125
Risk-Aware Regime Switching,7733,-0.34368674011513045
Risk-Aware Regime Switching,7734,-0.3115664213512972
Risk-Aware Regime Switching,7735,-0.4052710213624531
Risk-Aware Regime Switching,7736,-0.28710020038662876
Risk-Aware Regime Switching,7737,-0.20180904734437133
Risk-Aware Regime Switching,7738,-0.4303984932288033
Risk-Aware Regime Switching,7739,-0.39865043430652014
Risk-Aware Regime Switching,7740,-0.3706533084780592
Risk-Aware Regime Switching,7741,-0.32938635905502955
Risk-Aware Regime Switching,7742,-0.3370345519869268
Risk-Aware Regime Switching,7743,-0.19941022597010816
Risk-Aware Regime Switching,7744,-0.056545547731163825
Risk-Aware Regime Switching,7745,-0.15911669759932634
Risk-Aware Regime Switching,7746,-0.3383948197908552
Risk-Aware Regime Switching,7747,-0.26783280749810023
Risk-Aware Regime Switching,7748,-0.21255434121370687
Risk-Aware Regime Switching,7749,-0.3025378148600588
Risk-Aware Regime Switching,7750,-0.3515443432621921
Risk-Aware Regime Switching,7751,-0.3543929476723654
Risk-Aware Regime Switching,7752,-0.12863480522358406
Risk-Aware Regime Switching,7753,-0.22680252902456755
Risk-Aware Regime Switching,7754,-0.3712424524264618
Risk-Aware Regime Switching,7755,-0.19916882495448618
Risk-Aware Regime Switching,7756,-0.22126456898891034
Risk-Aware Regime Switching,7757,-0.24989555288554233
Risk-Aware Regime Switching,7758,-0.22558606278682047
Risk-Aware Regime Switching,7759,-0.14225315767212432
Risk-Aware Regime Switching,7760,-0.3196508817260356
Risk-Aware Regime Switching,7761,-0.36058076036735554
Risk-Aware Regime Switching,7762,-0.11274186263106378
Risk-Aware Regime Switching,7763,-0.2781115207445407
Risk-Aware Regime Switching,7764,-0.20168484864523517
Risk-Aware Regime Switching,7765,-0.10814724575777157
Risk-Aware Regime Switching,7766,-0.2540913129455241
Risk-Aware Regime Switching,7767,-0.2839849435441636
Risk-Aware Regime Switching,7768,-0.1676984104894058
Risk-Aware Regime Switching,7769,-0.4036017379382947
Risk-Aware Regime Switching,7770,-0.1289410023350639
Risk-Aware Regime Switching,7771,-0.18132598653162624
Risk-Aware Regime Switching,7772,-0.22944529110371736
Risk-Aware Regime Switching,7773,-0.23107985334543257
Risk-Aware Regime Switching,7774,-0.2583992619901587
Risk-Aware Regime Switching,7775,-0.3127517624066648
Risk-Aware Regime Switching,7776,-0.19457261519855917
Risk-Aware Regime Switching,7777,-0.12925964520114697
Risk-Aware Regime Switching,7778,-0.2528325893293354
Risk-Aware Regime Switching,7779,-0.2318456204293895
Risk-Aware Regime Switching,7780,-0.38004582793443276
Risk-Aware Regime Switching,7781,-0.20874525366156882
Risk-Aware Regime Switching,7782,-0.33087387300815374
Risk-Aware Regime Switching,7783,-0.15797882936068386
Risk-Aware Regime Switching,7784,-0.1196990977767256
Risk-Aware Regime Switching,7785,-0.2012225916147572
Risk-Aware Regime Switching,7786,-0.3670237585124565
Risk-Aware Regime Switching,7787,-0.16339434067123282
Risk-Aware Regime Switching,7788,-0.22583742326397216
Risk-Aware Regime Switching,7789,-0.4316073211099062
Risk-Aware Regime Switching,7790,-0.29578696295908957
Risk-Aware Regime Switching,7791,-0.41277193216533004
Risk-Aware Regime Switching,7792,-0.23103455098627657
Risk-Aware Regime Switching,7793,-0.12639971600982525
Risk-Aware Regime Switching,7794,-0.20013674186556651
Risk-Aware Regime Switching,7795,-0.2290891804121008
Risk-Aware Regime Switching,7796,-0.16302374879778203
Risk-Aware Regime Switching,7797,-0.27831196281702897
Risk-Aware Regime Switching,7798,-0.18090952650836079
Risk-Aware Regime Switching,7799,-0.14346933506047033
Risk-Aware Regime Switching,7800,-0.31575897158326316
Risk-Aware Regime Switching,7801,-0.33193166656671946
Risk-Aware Regime Switching,7802,-0.370696034757271
Risk-Aware Regime Switching,7803,-0.288077497157988
Risk-Aware Regime Switching,7804,-0.30975046673157547
Risk-Aware Regime Switching,7805,-0.2133968922818762
Risk-Aware Regime Switching,7806,-0.18239790110176635
Risk-Aware Regime Switching,7807,-0.20933367253209878
Risk-Aware Regime Switching,7808,-0.36791973525606136
Risk-Aware Regime Switching,7809,-0.32763166764984697
Risk-Aware Regime Switching,7810,-0.22591996774705692
Risk-Aware Regime Switching,7811,-0.44181286873400527
Risk-Aware Regime Switching,7812,-0.31255447508476664
Risk-Aware Regime Switching,7813,-0.1154920203043367
Risk-Aware Regime Switching,7814,-0.32782640806967567
Risk-Aware Regime Switching,7815,-0.3584572891453822
Risk-Aware Regime Switching,7816,-0.1814682451573828
Risk-Aware Regime Switching,7817,-0.2449044995536639
Risk-Aware Regime Switching,7818,-0.206524011411941
Risk-Aware Regime Switching,7819,-0.2976083120589271
Risk-Aware Regime Switching,7820,-0.27382516177083227
Risk-Aware Regime Switching,7821,-0.3400261841675276
Risk-Aware Regime Switching,7822,-0.18150884157434788
Risk-Aware Regime Switching,7823,-0.3523649253937352
Risk-Aware Regime Switching,7824,-0.1800836418143099
Risk-Aware Regime Switching,7825,-0.10844959757401973
Risk-Aware Regime Switching,7826,-0.2364175342236754
Risk-Aware Regime Switching,7827,-0.1764289831836956
Risk-Aware Regime Switching,7828,-0.16803629854160618
Risk-Aware Regime Switching,7829,-0.15479666621234678
Risk-Aware Regime Switching,7830,-0.238244054057832
Risk-Aware Regime Switching,7831,-0.33415721513722285
Risk-Aware Regime Switching,7832,-0.3099432101356867
Risk-Aware Regime Switching,7833,-0.22792512881458038
Risk-Aware Regime Switching,7834,-0.18007205370631718
Risk-Aware Regime Switching,7835,-0.3617031204367944
Risk-Aware Regime Switching,7836,-0.2784621124502836
Risk-Aware Regime Switching,7837,-0.404276600864222
Risk-Aware Regime Switching,7838,-0.3120386146556896
Risk-Aware Regime Switching,7839,-0.26848746037790094
Risk-Aware Regime Switching,7840,-0.18121539652043606
Risk-Aware Regime Switching,7841,-0.26883342524619536
Risk-Aware Regime Switching,7842,-0.08890967123162541
Risk-Aware Regime Switching,7843,-0.24884754185618518
Risk-Aware Regime Switching,7844,-0.3253120368691975
Risk-Aware Regime Switching,7845,-0.2450892728849341
Risk-Aware Regime Switching,7846,-0.3008603716464201
Risk-Aware Regime Switching,7847,-0.12695531335855392
Risk-Aware Regime Switching,7848,-0.1564841429191295
Risk-Aware Regime Switching,7849,-0.2316211397311766
Risk-Aware Regime Switching,7850,-0.29254575723282816
Risk-Aware Regime Switching,7851,-0.277981194380707
Risk-Aware Regime Switching,7852,-0.3926261193373839
Risk-Aware Regime Switching,7853,-0.3617449908853849
Risk-Aware Regime Switching,7854,-0.4316649818602558
Risk-Aware Regime Switching,7855,-0.2779047708764709
Risk-Aware Regime Switching,7856,-0.27928458860581007
Risk-Aware Regime Switching,7857,-0.15771774618795287
Risk-Aware Regime Switching,7858,-0.18979552643785869
Risk-Aware Regime Switching,7859,-0.41848646611171003
Risk-Aware Regime Switching,7860,-0.38671075345996175
Risk-Aware Regime Switching,7861,-0.16658506698305864
Risk-Aware Regime Switching,7862,-0.226163131072602
Risk-Aware Regime Switching,7863,-0.1581156442087872
Risk-Aware Regime Switching,7864,-0.3349704499499895
Risk-Aware Regime Switching,7865,-0.10406941230121247
Risk-Aware Regime Switching,7866,-0.27936288017322364
Risk-Aware Regime Switching,7867,-0.16367893538331002
Risk-Aware Regime Switching,7868,-0.4210445517995728
Risk-Aware Regime Switching,7869,-0.35526106416176484
Risk-Aware Regime Switching,7870,-0.14812910062187656
Risk-Aware Regime Switching,7871,-0.2515250860042635
Risk-Aware Regime Switching,7872,-0.17252474488003655
Risk-Aware Regime Switching,7873,-0.2915436612543324
Risk-Aware Regime Switching,7874,-0.2393385525830054
Risk-Aware Regime Switching,7875,-0.5061686578031503
Risk-Aware Regime Switching,7876,-0.3911481489437765
Risk-Aware Regime Switching,7877,-0.2287629395679791
Risk-Aware Regime Switching,7878,-0.3361470005303542
Risk-Aware Regime Switching,7879,-0.3795129228237907
Risk-Aware Regime Switching,7880,-0.14277924133853293
Risk-Aware Regime Switching,7881,-0.1169327299090499
Risk-Aware Regime Switching,7882,-0.23233742695752502
Risk-Aware Regime Switching,7883,-0.08589253539316766
Risk-Aware Regime Switching,7884,-0.38550680121236447
Risk-Aware Regime Switching,7885,-0.1274801342941081
Risk-Aware Regime Switching,7886,-0.4009942913994681
Risk-Aware Regime Switching,7887,-0.3429919842077034
Risk-Aware Regime Switching,7888,-0.24141993440042442
Risk-Aware Regime Switching,7889,-0.18160239961615532
Risk-Aware Regime Switching,7890,-0.11127791805964848
Risk-Aware Regime Switching,7891,-0.22824057242227147
